net,length_um
_4015_,4.88
_4058_,4.88
_4068_,4.88
_4101_,4.88
net84,4.88
_0014_,4.845
_0190_,4.845
_0449_,4.82
_0597_,4.82
_0826_,4.82
_0843_,4.82
_1154_,4.82
_0263_,4.8
_0523_,4.8
_0565_,4.8
_0665_,4.8
_0775_,4.8
_1352_,4.8
_1969_,4.8
_2207_,4.8
_2306_,4.8
_2425_,4.8
_2551_,4.8
_2811_,4.8
_2888_,4.8
_2907_,4.8
_3061_,4.8
_3194_,4.8
_3455_,4.8
_3850_,4.8
_3862_,4.8
_3965_,4.8
_4096_,4.8
_4169_,4.8
_4267_,4.8
_4282_,4.8
imem.address\[1\],4.8
_3392_,4.78
_4230_,4.78
_0787_,4.76
_1069_,4.76
_2003_,4.76
_2289_,4.76
_2915_,4.76
_3312_,4.76
_3470_,4.76
_4024_,4.76
_4048_,4.76
_4081_,4.76
_4125_,4.76
net80,4.76
net258,4.76
_0203_,4.725
_0219_,4.725
_2224_,4.71
_0009_,4.7
_2920_,4.7
_3509_,4.7
_3784_,4.7
_1087_,4.68
_1232_,4.68
_3288_,4.68
net151,4.68
_2441_,4.67
_0687_,4.66
_1744_,4.66
_3083_,4.66
_0110_,4.635
_2466_,4.63
_0002_,4.625
_0184_,4.625
_0198_,4.625
control,4.61
_2472_,4.6
_3487_,4.6
_4093_,4.6
_0080_,4.585
_2170_,4.58
_2576_,4.58
_0486_,4.56
_1459_,4.56
_2116_,4.56
_2900_,4.56
_2976_,4.56
_3269_,4.56
_3495_,4.56
_3749_,4.56
_3876_,4.56
_0156_,4.54
_2352_,4.54
_2359_,4.54
_0875_,4.48
_0950_,4.48
_1109_,4.48
_1531_,4.48
_1882_,4.48
_2857_,4.48
_3262_,4.48
_3921_,4.48
net51,4.48
_0499_,4.46
_0531_,4.46
_0882_,4.46
_1160_,4.46
_1368_,4.46
_1919_,4.46
_1973_,4.46
_2473_,4.46
_2677_,4.46
_2921_,4.46
_3057_,4.46
_3126_,4.46
_3863_,4.46
rf.registers\[5\]\[14\],4.46
net171,4.46
net178,4.46
_1038_,4.44
_1197_,4.44
_1460_,4.44
_2381_,4.44
_2572_,4.44
_1713_,4.43
_2643_,4.43
_0003_,4.425
_0005_,4.425
_1137_,4.42
_3085_,4.42
_3491_,4.42
_3497_,4.42
_3750_,4.42
_3809_,4.42
_4027_,4.42
result[13],4.39
result[28],4.39
_0185_,4.385
_0778_,4.36
_2890_,4.36
_3714_,4.36
net56,4.36
net106,4.36
_3268_,4.345
_0412_,4.34
_0513_,4.34
_0593_,4.34
_0608_,4.34
_0913_,4.34
_1003_,4.34
_1108_,4.34
_1342_,4.34
_1464_,4.34
_1711_,4.34
_1876_,4.34
_2053_,4.34
_2336_,4.34
_2360_,4.34
_2623_,4.34
_3006_,4.34
_3048_,4.34
_3276_,4.34
_3773_,4.34
_4135_,4.34
rf.registers\[25\]\[9\],4.34
_0265_,4.32
_3838_,4.32
_1404_,4.24
_0615_,4.22
_0894_,4.22
_1145_,4.22
_1770_,4.22
_1947_,4.22
_2305_,4.22
rf.registers\[25\]\[3\],4.22
_0457_,4.2
_3897_,4.2
_4114_,4.2
net143,4.2
_0016_,4.165
_0149_,4.14
_1219_,4.14
_1347_,4.14
_1478_,4.14
_1654_,4.14
_3150_,4.14
_3432_,4.14
_3678_,4.14
_3800_,4.14
_3944_,4.14
_4066_,4.14
net261,4.14
_0033_,4.12
_0529_,4.12
_1705_,4.12
_3908_,4.12
_4258_,4.12
_1042_,4.1
_1754_,4.1
_2081_,4.1
display.refresh_counter\[5\],4.1
_2323_,4.08
_2884_,4.08
_0831_,4.02
_0869_,4.02
_2041_,4.02
_2221_,4.02
_3444_,4.02
_3620_,4.02
_3959_,4.02
_0010_,4
_0757_,4
_1105_,4
_1186_,4
_1366_,4
_1378_,4
_1390_,4
_1730_,4
_2052_,4
_2482_,4
_2934_,4
_3339_,4
_3413_,4
_3840_,4
_4007_,4
_4120_,4
_4223_,4
net112,4
net131,4
net154,4
net191,4
_1099_,3.98
_0073_,3.965
_0170_,3.965
_0090_,3.925
_0188_,3.925
_0199_,3.925
_2660_,3.925
_0576_,3.9
_0693_,3.9
_0761_,3.9
_3134_,3.9
_3664_,3.9
_3885_,3.9
_0503_,3.88
_0914_,3.88
_0958_,3.88
_1162_,3.88
_1188_,3.88
_1205_,3.88
_1304_,3.88
_1509_,3.88
_1612_,3.88
_1830_,3.88
_1996_,3.88
_2030_,3.88
_2469_,3.88
_2577_,3.88
_2657_,3.88
_2836_,3.88
_2987_,3.88
_3010_,3.88
_3291_,3.88
_3294_,3.88
_3422_,3.88
_3517_,3.88
_3674_,3.88
_3682_,3.88
_3899_,3.88
_3910_,3.88
_4095_,3.88
_4126_,3.88
net58,3.88
net133,3.88
net174,3.88
_2048_,3.81
_0006_,3.805
_0182_,3.805
_1649_,3.78
_3166_,3.78
net139,3.78
_2610_,3.77
_1494_,3.76
_2023_,3.76
_2247_,3.76
_3868_,3.76
_3882_,3.76
_3968_,3.76
_4085_,3.76
_4285_,3.76
rf.registers\[10\]\[22\],3.76
_2615_,3.74
_3450_,3.74
net213,3.74
net235,3.74
_3014_,3.695
_0146_,3.68
_0278_,3.68
_1041_,3.68
_1141_,3.68
_1503_,3.68
_1932_,3.68
_2198_,3.68
_2270_,3.68
_3019_,3.68
_4092_,3.68
_4127_,3.68
_0134_,3.66
_1310_,3.66
_2408_,3.66
_2582_,3.66
_3367_,3.66
_3902_,3.66
_3911_,3.66
_1155_,3.64
_1181_,3.64
_1350_,3.64
_3258_,3.64
_0048_,3.61
_0029_,3.59
_3887_,3.59
_2176_,3.585
_0973_,3.56
_1187_,3.56
_1311_,3.56
_1587_,3.56
_1605_,3.56
_1734_,3.56
_1975_,3.56
_2060_,3.56
_2168_,3.56
_2350_,3.56
_2651_,3.56
_2955_,3.56
_3512_,3.56
_3742_,3.56
_3925_,3.56
_3987_,3.56
_0562_,3.54
_0589_,3.54
_0898_,3.54
_0945_,3.54
_0964_,3.54
_1009_,3.54
_1365_,3.54
_1604_,3.54
_1802_,3.54
_2299_,3.54
_2366_,3.54
_2369_,3.54
_2450_,3.54
_2726_,3.54
_2800_,3.54
_2803_,3.54
_3086_,3.54
_3201_,3.54
_3324_,3.54
_3364_,3.54
_3403_,3.54
_3560_,3.54
_3859_,3.54
net126,3.54
net146,3.54
net158,3.54
net175,3.54
net197,3.54
net225,3.54
_1071_,3.52
_3535_,3.52
_4221_,3.52
display.refresh_counter\[6\],3.52
_1067_,3.5
_0001_,3.465
_0103_,3.465
_0121_,3.465
_0176_,3.465
_0181_,3.465
_0200_,3.465
_0208_,3.465
_0211_,3.465
_0213_,3.465
_0921_,3.44
_2153_,3.44
_2742_,3.44
_3091_,3.44
_3635_,3.44
_3739_,3.44
_1555_,3.435
_2217_,3.425
_0495_,3.42
_0560_,3.42
_0578_,3.42
_0803_,3.42
_0832_,3.42
_0911_,3.42
_0965_,3.42
_1434_,3.42
_1465_,3.42
_1620_,3.42
_1812_,3.42
_1879_,3.42
_1897_,3.42
_2135_,3.42
_2167_,3.42
_2190_,3.42
_2225_,3.42
_2554_,3.42
_2682_,3.42
_2713_,3.42
_2869_,3.42
_2881_,3.42
_3039_,3.42
_3598_,3.42
_3631_,3.42
_3751_,3.42
_3788_,3.42
_3924_,3.42
_3985_,3.42
_4014_,3.42
_4038_,3.42
_4106_,3.42
_4113_,3.42
_0032_,3.35
_0062_,3.345
_0083_,3.345
_0085_,3.345
_0124_,3.345
_0186_,3.345
_0364_,3.32
_0782_,3.32
_1101_,3.32
_3285_,3.32
net187,3.32
net204,3.32
net219,3.32
_2025_,3.31
_0049_,3.3
_0051_,3.3
_0381_,3.3
_1066_,3.3
_1243_,3.3
_2291_,3.3
_2909_,3.3
_3065_,3.3
_3115_,3.3
_3202_,3.3
_3445_,3.3
net97,3.3
_0019_,3.245
_0125_,3.245
_0050_,3.23
_0123_,3.225
_0218_,3.225
_0282_,3.22
_0883_,3.22
_1489_,3.22
_2246_,3.22
_3238_,3.22
_3452_,3.22
_3716_,3.22
_3864_,3.22
net130,3.22
net141,3.22
net217,3.22
net254,3.22
_0579_,3.2
_1173_,3.2
_2608_,3.2
_3224_,3.2
_3459_,3.2
_0812_,3.18
_1627_,3.18
_2604_,3.18
_0064_,3.175
_0174_,3.175
_2449_,3.14
_0733_,3.1
_0738_,3.1
_0899_,3.1
_1122_,3.1
_1223_,3.1
_1281_,3.1
_1650_,3.1
_1890_,3.1
_2068_,3.1
_2098_,3.1
_2104_,3.1
_2586_,3.1
_2655_,3.1
_2847_,3.1
_3206_,3.1
_3257_,3.1
_3638_,3.1
_3640_,3.1
_3698_,3.1
_3703_,3.1
_0143_,3.08
_0331_,3.08
_0842_,3.08
_1239_,3.08
_1330_,3.08
_1364_,3.08
_1623_,3.08
_1704_,3.08
_2234_,3.08
_2310_,3.08
_2374_,3.08
_2536_,3.08
_2543_,3.08
_2661_,3.08
_2789_,3.08
_3047_,3.08
_3129_,3.08
_3354_,3.08
_3609_,3.08
_3939_,3.08
_3991_,3.08
_4010_,3.08
rf.registers\[10\]\[23\],3.08
rf.registers\[5\]\[4\],3.08
net98,3.08
net134,3.08
net153,3.08
net164,3.08
net169,3.08
net173,3.08
net185,3.08
net209,3.08
net247,3.08
net249,3.08
_0079_,3.045
_0165_,3.005
_0209_,3.005
_0087_,2.98
_0104_,2.98
_0522_,2.98
_0771_,2.98
_0790_,2.98
_1028_,2.98
_1678_,2.98
_2692_,2.98
_3943_,2.98
_4016_,2.98
_4159_,2.98
net121,2.98
_0300_,2.96
_0378_,2.96
_0602_,2.96
_0652_,2.96
_0737_,2.96
_0892_,2.96
_1549_,2.96
_1615_,2.96
_1671_,2.96
_1727_,2.96
_1848_,2.96
_1950_,2.96
_2146_,2.96
_2245_,2.96
_2344_,2.96
_2371_,2.96
_2581_,2.96
_2773_,2.96
_2775_,2.96
_2827_,2.96
_2831_,2.96
_2868_,2.96
_3042_,2.96
_3046_,2.96
_3161_,2.96
_3311_,2.96
_3608_,2.96
_3647_,2.96
_3683_,2.96
_3687_,2.96
_3783_,2.96
_3839_,2.96
_3952_,2.96
_4013_,2.96
_4054_,2.96
net77,2.96
net78,2.96
net129,2.96
_0070_,2.885
_0099_,2.885
_0169_,2.885
_3896_,2.865
_0086_,2.86
_0220_,2.86
_1026_,2.86
_1644_,2.86
_2785_,2.86
_2983_,2.86
_3090_,2.86
_3953_,2.86
_0027_,2.84
_0042_,2.84
_0321_,2.84
_0506_,2.84
_1228_,2.84
_2093_,2.795
_0102_,2.785
_0164_,2.785
_0180_,2.785
_0191_,2.785
_0204_,2.785
_0207_,2.785
_0040_,2.77
_0407_,2.76
_0585_,2.76
_0859_,2.76
_0917_,2.76
_1106_,2.76
_1150_,2.76
_1447_,2.76
_1540_,2.76
_1556_,2.76
_1797_,2.76
_2063_,2.76
_2158_,2.76
_2349_,2.76
_2927_,2.76
_3181_,2.76
_3307_,2.76
_3634_,2.76
net145,2.76
net202,2.76
net224,2.76
_0039_,2.74
_0137_,2.74
_0141_,2.74
_0288_,2.74
_0423_,2.74
_1247_,2.74
_2732_,2.72
_0067_,2.715
_0118_,2.715
_0119_,2.715
_0160_,2.715
_0166_,2.715
_0022_,2.69
_0046_,2.69
_0034_,2.67
_1140_,2.65
_0470_,2.64
_0654_,2.64
_0714_,2.64
_0765_,2.64
_0802_,2.64
_1424_,2.64
_1580_,2.64
_1701_,2.64
_1743_,2.64
_1928_,2.64
_1995_,2.64
_2125_,2.64
_2335_,2.64
_2824_,2.64
_3029_,2.64
_3070_,2.64
_3084_,2.64
_3710_,2.64
net117,2.64
_0008_,2.62
_0057_,2.62
_0140_,2.62
_0330_,2.62
_0333_,2.62
_0361_,2.62
_0483_,2.62
_0509_,2.62
_0524_,2.62
_0535_,2.62
_0588_,2.62
_0754_,2.62
_0880_,2.62
_0994_,2.62
_1083_,2.62
_1217_,2.62
_1235_,2.62
_1301_,2.62
_1411_,2.62
_1541_,2.62
_1598_,2.62
_1778_,2.62
_2044_,2.62
_2214_,2.62
_2625_,2.62
_2714_,2.62
_2768_,2.62
_2796_,2.62
_2818_,2.62
_3054_,2.62
_3102_,2.62
_3144_,2.62
_3513_,2.62
_3526_,2.62
_3603_,2.62
_3819_,2.62
_3872_,2.62
_4026_,2.62
_4100_,2.62
net127,2.62
net161,2.62
net186,2.62
net192,2.62
net198,2.62
net207,2.62
net218,2.62
net245,2.62
_3853_,2.615
_0081_,2.595
_0106_,2.595
_0000_,2.545
_0017_,2.545
_0158_,2.545
_0163_,2.545
_0175_,2.545
_0177_,2.545
_0189_,2.545
_0197_,2.545
_0109_,2.52
_0114_,2.52
_0516_,2.52
_0745_,2.52
_1355_,2.52
_1792_,2.52
_2243_,2.52
_4022_,2.52
_4028_,2.52
_0045_,2.5
_0281_,2.5
_0351_,2.5
_0362_,2.5
_0463_,2.5
_0603_,2.5
_0836_,2.5
_0837_,2.5
_0873_,2.5
_1008_,2.5
_1113_,2.5
_1272_,2.5
_1328_,2.5
_1340_,2.5
_1379_,2.5
_1463_,2.5
_1475_,2.5
_1902_,2.5
_1910_,2.5
_1920_,2.5
_2150_,2.5
_2165_,2.5
_2271_,2.5
_2308_,2.5
_2351_,2.5
_2421_,2.5
_2665_,2.5
_2758_,2.5
_2813_,2.5
_2871_,2.5
_2905_,2.5
_2932_,2.5
_3146_,2.5
_3244_,2.5
_3531_,2.5
_3575_,2.5
_3600_,2.5
_3694_,2.5
_3697_,2.5
_3757_,2.5
_3849_,2.5
_3886_,2.5
_3916_,2.5
_4011_,2.5
_4017_,2.5
_4037_,2.5
_4050_,2.5
_4052_,2.5
_4249_,2.5
net118,2.5
net123,2.5
_0088_,2.485
_0168_,2.485
_0172_,2.485
_3081_,2.445
_0918_,2.4
_1307_,2.4
_2032_,2.4
net230,2.4
_0020_,2.38
_0024_,2.38
_0035_,2.38
_0036_,2.38
_0059_,2.38
_1123_,2.38
_1208_,2.38
_2294_,2.38
_2451_,2.38
net79,2.38
_0072_,2.375
_0212_,2.375
_0100_,2.325
_0101_,2.325
_0221_,2.325
_0724_,2.3
_1098_,2.3
_1149_,2.3
_1495_,2.3
_1576_,2.3
_1777_,2.3
_1831_,2.3
_1938_,2.3
_1967_,2.3
_1983_,2.3
_2043_,2.3
_2619_,2.3
_2719_,2.3
_2782_,2.3
_3079_,2.3
_3157_,2.3
_3375_,2.3
_3468_,2.3
_3677_,2.3
_3712_,2.3
_3836_,2.3
_3967_,2.3
_4151_,2.3
_4327_,2.3
net135,2.3
net157,2.3
net167,2.3
net182,2.3
net184,2.3
net190,2.3
net200,2.3
net232,2.3
net236,2.3
net251,2.3
net259,2.3
_0132_,2.28
_0139_,2.28
_0157_,2.28
_1013_,2.28
_1833_,2.28
_2379_,2.28
_3554_,2.28
_3870_,2.28
_0122_,2.255
_1296_,2.255
_2846_,2.24
_0025_,2.23
_3941_,2.22
_0763_,2.19
_0061_,2.18
_0712_,2.18
_0717_,2.18
_0784_,2.18
_0833_,2.18
_0845_,2.18
_0887_,2.18
_1144_,2.18
_1423_,2.18
_1429_,2.18
_1656_,2.18
_1771_,2.18
_1808_,2.18
_2311_,2.18
_2355_,2.18
_2516_,2.18
_2652_,2.18
_2705_,2.18
_2904_,2.18
_3096_,2.18
_3361_,2.18
_3371_,2.18
_3400_,2.18
net138,2.18
_0054_,2.16
_0138_,2.16
_0262_,2.16
_0474_,2.16
_0554_,2.16
_0557_,2.16
_0574_,2.16
_0670_,2.16
_0814_,2.16
_0863_,2.16
_0962_,2.16
_1062_,2.16
_1157_,2.16
_1193_,2.16
_1276_,2.16
_1410_,2.16
_1487_,2.16
_1721_,2.16
_1911_,2.16
_1914_,2.16
_1946_,2.16
_2011_,2.16
_2074_,2.16
_2083_,2.16
_2317_,2.16
_2491_,2.16
_2506_,2.16
_2653_,2.16
_2707_,2.16
_2851_,2.16
_2924_,2.16
_2953_,2.16
_3121_,2.16
_3138_,2.16
_3376_,2.16
_3388_,2.16
_3406_,2.16
_3463_,2.16
_3480_,2.16
_3492_,2.16
_3529_,2.16
_3797_,2.16
_3843_,2.16
_3900_,2.16
_4059_,2.16
net180,2.16
net195,2.16
net201,2.16
net250,2.16
_0018_,2.125
_0078_,2.125
_0112_,2.125
_0120_,2.125
_0159_,2.125
_0107_,2.085
_1523_,2.06
_1722_,2.06
_1991_,2.06
_2028_,2.06
_2194_,2.06
_2228_,2.06
_3111_,2.06
_3457_,2.06
_3938_,2.06
_4002_,2.06
_4023_,2.06
_0030_,2.04
_0037_,2.04
_0041_,2.04
_0291_,2.04
_0704_,2.04
_0756_,2.04
_1204_,2.04
_1251_,2.04
_1268_,2.04
_1289_,2.04
_1315_,2.04
_1510_,2.04
_1606_,2.04
_1628_,2.04
_2012_,2.04
_2017_,2.04
_2197_,2.04
_2504_,2.04
_2567_,2.04
_2647_,2.04
_2737_,2.04
_2738_,2.04
_2761_,2.04
_2795_,2.04
_2801_,2.04
_3067_,2.04
_3510_,2.04
_3551_,2.04
_3948_,2.04
_4117_,2.04
_4240_,2.04
net94,2.04
_0069_,2.025
_0074_,2.025
_0093_,2.025
_0167_,2.025
_0173_,2.025
_0214_,2.025
_0153_,2.005
_0895_,1.99
_0553_,1.95
_0353_,1.94
_1402_,1.94
_1629_,1.94
_2326_,1.94
_2338_,1.94
_2654_,1.94
_3024_,1.94
_3570_,1.94
_3589_,1.94
_3606_,1.94
_3617_,1.94
_3852_,1.94
_4183_,1.94
_3934_,1.93
_4302_,1.92
_0233_,1.915
_2280_,1.885
_2990_,1.885
_0066_,1.865
_0075_,1.865
_0082_,1.865
_0092_,1.865
_0094_,1.865
_0098_,1.865
_0162_,1.865
_0193_,1.865
_0202_,1.865
_0131_,1.845
_0136_,1.84
_0145_,1.84
_0148_,1.84
_0151_,1.84
_0155_,1.84
_0592_,1.84
_0823_,1.84
_0987_,1.84
_1194_,1.84
_1430_,1.84
_1748_,1.84
_1862_,1.84
_1892_,1.84
_1934_,1.84
_2611_,1.84
_2837_,1.84
_2912_,1.84
_3220_,1.84
_3322_,1.84
_3330_,1.84
_3720_,1.84
_3724_,1.84
_3734_,1.84
net205,1.84
net211,1.84
net242,1.84
_0031_,1.82
_0038_,1.82
_0044_,1.82
_0047_,1.82
_0052_,1.82
_0056_,1.82
_0142_,1.82
_0147_,1.82
_0154_,1.82
_0452_,1.82
_0473_,1.82
_1926_,1.82
_2112_,1.82
_2530_,1.82
_3760_,1.82
_3823_,1.82
_0068_,1.815
_0489_,1.72
_0599_,1.72
_0977_,1.72
_1178_,1.72
_1185_,1.72
_1280_,1.72
_1493_,1.72
_1729_,1.72
_2077_,1.72
_2320_,1.72
_2329_,1.72
_2385_,1.72
_2434_,1.72
_2943_,1.72
_2947_,1.72
_3229_,1.72
_3302_,1.72
_3356_,1.72
_3440_,1.72
_3592_,1.72
_3686_,1.72
_3981_,1.72
_4076_,1.72
_4279_,1.72
_1590_,1.71
_0128_,1.7
_0429_,1.7
_0723_,1.7
_0774_,1.7
_0867_,1.7
_0888_,1.7
_0991_,1.7
_1045_,1.7
_1227_,1.7
_1344_,1.7
_1388_,1.7
_1561_,1.7
_1571_,1.7
_1624_,1.7
_1669_,1.7
_1685_,1.7
_1866_,1.7
_2038_,1.7
_2105_,1.7
_2120_,1.7
_2173_,1.7
_2697_,1.7
_2897_,1.7
_2998_,1.7
_3032_,1.7
_3034_,1.7
_3223_,1.7
_3228_,1.7
_3263_,1.7
_3318_,1.7
_3595_,1.7
_3665_,1.7
_3792_,1.7
_3818_,1.7
_3903_,1.7
_3979_,1.7
net170,1.7
net172,1.7
net248,1.7
_4264_,1.68
_3630_,1.6
_4300_,1.6
_0105_,1.575
_3141_,1.575
_0702_,1.49
_3828_,1.49
_0410_,1.48
_1019_,1.48
_1036_,1.48
_1273_,1.48
_1479_,1.48
_1739_,1.48
_2303_,1.48
_2357_,1.48
_2538_,1.48
_2844_,1.48
_3023_,1.48
_3164_,1.48
_3465_,1.48
_3557_,1.48
_3616_,1.48
_3949_,1.48
net49,1.48
_0596_,1.46
_1444_,1.46
_0063_,1.405
_0089_,1.405
_0115_,1.405
_0478_,1.38
_0546_,1.38
_0568_,1.38
_0675_,1.38
_0793_,1.38
_0846_,1.38
_0923_,1.38
_1161_,1.38
_1297_,1.38
_1474_,1.38
_1553_,1.38
_1935_,1.38
_2059_,1.38
_2209_,1.38
_2802_,1.38
_3574_,1.38
_4091_,1.38
_4097_,1.38
_4109_,1.38
_4131_,1.38
_4136_,1.38
_4138_,1.38
_4192_,1.38
_4320_,1.38
net124,1.38
net165,1.38
net203,1.38
net227,1.38
_3438_,1.375
_0023_,1.36
_0028_,1.36
_0043_,1.36
_0053_,1.36
_0055_,1.36
_0144_,1.36
_3410_,1.36
_3424_,1.36
_3502_,1.36
_3754_,1.36
_0267_,1.26
_0391_,1.26
_0450_,1.26
_0663_,1.26
_0700_,1.26
_0927_,1.26
_1153_,1.26
_1242_,1.26
_1254_,1.26
_1403_,1.26
_1939_,1.26
_1982_,1.26
_2037_,1.26
_2520_,1.26
_2535_,1.26
_2663_,1.26
_2739_,1.26
_2839_,1.26
_2894_,1.26
_3349_,1.26
_3368_,1.26
_3547_,1.26
_3549_,1.26
_3612_,1.26
_3759_,1.26
_3894_,1.26
_0611_,1.165
_0228_,1.14
_0334_,1.14
_0430_,1.14
_0519_,1.14
_1433_,1.14
_1536_,1.14
_1899_,1.14
_2407_,1.14
_2966_,1.14
_3008_,1.14
_3099_,1.14
_3232_,1.14
_3351_,1.14
_3358_,1.14
_3416_,1.14
_3583_,1.14
_3963_,1.14
_4020_,1.14
net111,1.14
_0688_,1.02
_1246_,1.02
_1560_,1.02
_1577_,1.02
_1686_,1.02
_2332_,1.02
_2979_,1.02
_3418_,1.02
_3936_,1.02
_3966_,1.02
_0270_,0.92
_0273_,0.92
_0418_,0.92
_0542_,0.92
_0640_,0.92
_0727_,0.92
_0904_,0.92
_0989_,0.92
_1006_,0.92
_1090_,0.92
_1351_,0.92
_1537_,0.92
_1742_,0.92
_1943_,0.92
_3155_,0.92
_3270_,0.92
_3477_,0.92
_3642_,0.92
_3914_,0.92
_3923_,0.92
_4128_,0.92
_4129_,0.92
_4134_,0.92
net128,0.92
net142,0.92
net163,0.92
net194,0.92
_1480_,0.8
_2181_,0.8
_2435_,0.8
_0284_,0.46
_0605_,0.46
_0703_,0.46
_0828_,0.46
_1022_,0.46
_1443_,0.46
_1544_,0.46
_1657_,0.46
_1665_,0.46
_2056_,0.46
_2365_,0.46
_2864_,0.46
_3004_,0.46
_3185_,0.46
_3380_,0.46
_3427_,0.46
_3815_,0.46
_3832_,0.46
_3842_,0.46
_4043_,0.46
_4044_,0.46
_4049_,0.46
_4051_,0.46
_4057_,0.46
_4061_,0.46
_4063_,0.46
net155,0.46
net166,0.46
net179,0.46
net193,0.46
net246,0.46
net260,0.46
